"No.","Time","Source","Destination","Protocol","Length","Info"
"383","1.284990","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=891 Ack=137375 Win=626 Len=0"
"384","1.326540","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=891 Ack=138675 Win=621 Len=0"
"385","1.379132","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","74","443  >  55381 [ACK] Seq=259 Ack=363 Win=29 Len=0"
"386","1.613529","192.168.43.243","205.185.216.42","HTTP","499","GET /filestreamingservice/files/c1371070-13b3-4765-9782-10e387096f42?P1=1539930398&P2=402&P3=2&P4=crnbcJQoqZ7M91qYa%2bPIAxUc4WhZu%2bGZZGw5VxKkqtZsI5ABTKXCwOkbUhzNNWSHY%2bEKbKs8Arxth14D4tFs%2bQ%3d%3d HTTP/1.1 "
"387","1.659563","162.125.34.129","192.168.43.243","TLSv1.2","311","Application Data"
"388","1.664033","192.168.43.243","162.125.34.129","TLSv1.2","519","Application Data"
"389","1.712101","192.168.43.243","205.185.216.10","HTTP","500","GET /filestreamingservice/files/c1371070-13b3-4765-9782-10e387096f42?P1=1539930398&P2=402&P3=2&P4=crnbcJQoqZ7M91qYa%2bPIAxUc4WhZu%2bGZZGw5VxKkqtZsI5ABTKXCwOkbUhzNNWSHY%2bEKbKs8Arxth14D4tFs%2bQ%3d%3d HTTP/1.1 "
"390","1.888932","205.185.216.42","192.168.43.243","TCP","54","80  >  55357 [ACK] Seq=138675 Ack=1336 Win=60 Len=0"
"391","1.888934","205.185.216.42","192.168.43.243","TCP","444","80  >  55357 [PSH, ACK] Seq=138675 Ack=1336 Win=60 Len=390 [TCP segment of a reassembled PDU]"
"392","1.888934","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=139065 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"393","1.888936","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=140435 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"394","1.888939","205.185.216.42","192.168.43.243","TCP","1410","80  >  55357 [PSH, ACK] Seq=141805 Ack=1336 Win=60 Len=1356 [TCP segment of a reassembled PDU]"
"395","1.888940","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=143161 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"396","1.888941","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=144531 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"397","1.888942","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=145901 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"398","1.888943","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=147271 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"399","1.888944","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=148641 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"400","1.888945","205.185.216.42","192.168.43.243","TCP","1396","80  >  55357 [PSH, ACK] Seq=150011 Ack=1336 Win=60 Len=1342 [TCP segment of a reassembled PDU]"
"401","1.888946","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=151353 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"402","1.888947","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=152723 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"403","1.888949","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=154093 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"404","1.891380","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=155463 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"405","1.891382","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=156833 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"406","1.891386","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=158203 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"407","1.891387","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=159573 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"408","1.891388","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=160943 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"409","1.891388","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=162313 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"410","1.891390","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=163683 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"411","1.891448","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=140435 Win=626 Len=0"
"412","1.892100","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=143161 Win=626 Len=0"
"413","1.892571","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=145901 Win=626 Len=0"
"414","1.892802","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=165053 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"415","1.892804","205.185.216.42","192.168.43.243","TCP","1368","80  >  55357 [PSH, ACK] Seq=166423 Ack=1336 Win=60 Len=1314 [TCP segment of a reassembled PDU]"
"416","1.892808","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=167737 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"417","1.892809","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=169107 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"418","1.892810","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=170477 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"419","1.892811","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=171847 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"420","1.892812","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=173217 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"421","1.892812","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=174587 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"422","1.892850","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=148641 Win=626 Len=0"
"423","1.893280","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=151353 Win=626 Len=0"
"424","1.893705","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=154093 Win=626 Len=0"
"425","1.894031","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=156833 Win=626 Len=0"
"426","1.894147","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=175957 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"427","1.894376","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=159573 Win=626 Len=0"
"428","1.894541","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=177327 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"429","1.894543","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=178697 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"430","1.894547","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=180067 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"431","1.894548","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=181437 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"432","1.894549","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=182807 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"433","1.894749","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=162313 Win=626 Len=0"
"434","1.895183","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=165053 Win=626 Len=0"
"435","1.895499","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=167737 Win=626 Len=0"
"436","1.895534","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=184177 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"437","1.895853","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=170477 Win=626 Len=0"
"438","1.896098","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=173217 Win=626 Len=0"
"439","1.896350","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=175957 Win=626 Len=0"
"440","1.896599","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=178697 Win=626 Len=0"
"441","1.896840","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=181437 Win=626 Len=0"
"442","1.897081","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=184177 Win=626 Len=0"
"443","1.898523","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=185547 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"444","1.898524","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=186917 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"445","1.899080","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=186917 Win=626 Len=0"
"446","1.899644","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=188287 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"447","1.900172","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=189657 Win=626 Len=0"
"448","1.900666","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=189657 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"449","1.901156","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=191027 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"450","1.901993","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=192397 Win=626 Len=0"
"451","1.902029","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=192397 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"452","1.902031","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=193767 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"453","1.902913","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=195137 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"454","1.902914","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=195137 Win=626 Len=0"
"455","1.905401","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=196507 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"456","1.905985","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=197877 Win=626 Len=0"
"457","1.939782","205.185.216.10","192.168.43.243","TCP","444","80  >  55307 [PSH, ACK] Seq=193293 Ack=1339 Win=60 Len=390 [TCP segment of a reassembled PDU]"
"458","1.940083","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=193683 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"459","1.940755","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=195053 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"460","1.940757","205.185.216.10","192.168.43.243","TCP","1410","80  >  55307 [PSH, ACK] Seq=196423 Ack=1339 Win=60 Len=1356 [TCP segment of a reassembled PDU]"
"461","1.941254","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=195053 Win=2825 Len=0"
"462","1.941363","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=197779 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"463","1.941740","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=197779 Win=2825 Len=0"
"464","1.941819","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=199149 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"465","1.942154","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=200519 Win=2825 Len=0"
"466","1.942509","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=200519 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"467","1.944964","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=201889 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"468","1.944966","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=203259 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"469","1.945675","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=203259 Win=2825 Len=0"
"470","1.945681","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=204629 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"471","1.946105","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=205999 Win=2825 Len=0"
"472","1.946169","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=205999 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"473","1.947089","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=207369 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"474","1.947093","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=208739 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"475","1.947659","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=210109 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"476","1.947916","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=208739 Win=2825 Len=0"
"477","1.948194","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=211479 Win=2825 Len=0"
"478","1.951516","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=211479 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"479","1.952216","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=212849 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"480","1.952218","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=214219 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"481","1.952924","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=215589 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"482","1.952926","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=216959 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"483","1.953157","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=214219 Win=2825 Len=0"
"484","1.953437","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=218329 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"485","1.953715","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=216959 Win=2825 Len=0"
"486","1.953981","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=219699 Win=2825 Len=0"
"487","1.954730","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=219699 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"488","1.954733","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=221069 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"489","1.955374","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=222439 Win=2825 Len=0"
"490","1.955384","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=222439 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"491","1.956139","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=223809 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"492","1.956535","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=225179 Win=2825 Len=0"
"493","1.956810","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=225179 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"494","1.956818","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=226549 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"495","1.957555","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=227919 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"496","1.957748","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=227919 Win=2825 Len=0"
"497","1.961130","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=229289 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"498","1.961132","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=230659 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"499","1.961135","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=232029 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"500","1.961137","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=233399 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"501","1.962097","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=230659 Win=2825 Len=0"
"502","1.962442","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=233399 Win=2825 Len=0"
"503","1.963388","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=234769 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"504","1.963390","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=236139 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"505","1.963959","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=236139 Win=2825 Len=0"
"506","1.965298","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=237509 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"507","1.965299","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=238879 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"508","1.965883","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=238879 Win=2825 Len=0"
"509","1.966296","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=240249 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"510","1.966299","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=241619 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"511","1.967018","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=241619 Win=2825 Len=0"
"512","1.970583","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=242989 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"513","1.970589","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=244359 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"514","1.970596","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=245729 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"515","1.970598","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=247099 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"516","1.970598","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=248469 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"517","1.970600","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=249839 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"518","1.970600","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=251209 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"519","1.971915","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=252579 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"520","1.971916","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=253949 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"521","1.971971","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=244359 Win=2825 Len=0"
"522","1.972369","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=255319 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"523","1.972661","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=247099 Win=2825 Len=0"
"524","1.972971","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=249839 Win=2825 Len=0"
"525","1.973226","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=252579 Win=2825 Len=0"
"526","1.973490","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=255319 Win=2825 Len=0"
"527","1.974633","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=256689 Ack=1339 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"528","1.975107","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=258059 Win=2825 Len=0"
"529","1.977028","205.185.216.10","192.168.43.243","HTTP","1214","HTTP/1.1 206 Partial Content  (application/octet-stream)"
"530","1.977443","162.125.34.129","192.168.43.243","TCP","54","443  >  55270 [ACK] Seq=258 Ack=466 Win=94 Len=0"
"531","1.977654","192.168.43.243","162.125.34.129","TLSv1.2","328","Application Data"
"532","2.017539","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=1339 Ack=259219 Win=2821 Len=0"
"533","2.082344","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=197877 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"534","2.086819","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=199247 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"535","2.086821","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=200617 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"536","2.086824","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=201987 Ack=1336 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"537","2.087555","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=200617 Win=626 Len=0"
"538","2.087902","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=203357 Win=626 Len=0"
"539","2.094278","205.185.216.42","192.168.43.243","HTTP","1298","HTTP/1.1 206 Partial Content  (application/octet-stream)"
"540","2.135692","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=1336 Ack=204601 Win=621 Len=0"
"541","2.356535","192.168.43.243","205.185.216.42","HTTP","499","GET /filestreamingservice/files/c1371070-13b3-4765-9782-10e387096f42?P1=1539930398&P2=402&P3=2&P4=crnbcJQoqZ7M91qYa%2bPIAxUc4WhZu%2bGZZGw5VxKkqtZsI5ABTKXCwOkbUhzNNWSHY%2bEKbKs8Arxth14D4tFs%2bQ%3d%3d HTTP/1.1 "
"542","2.358158","162.125.34.129","192.168.43.243","TCP","54","443  >  55270 [ACK] Seq=258 Ack=740 Win=97 Len=0"
"543","2.365824","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","1432","443  >  55381 [ACK] Seq=259 Ack=363 Win=29 Len=1358 [TCP segment of a reassembled PDU]"
"544","2.365825","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","114","Application Data"
"545","2.366020","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","113","Application Data"
"546","2.366021","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","108","Application Data"
"547","2.366161","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=363 Ack=1617 Win=1024 Len=0"
"548","2.366448","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=363 Ack=1657 Win=1023 Len=0"
"549","2.366648","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=363 Ack=1696 Win=1023 Len=0"
"550","2.366843","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=363 Ack=1730 Win=1023 Len=0"
"551","2.370680","2405:200:160b:1701::11","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","UDP","988","443  >  63644 Len=926"
"552","2.397304","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2405:200:160b:1701::11","UDP","91","63644  >  443 Len=29"
"553","2.454840","192.168.43.243","205.185.216.10","HTTP","500","GET /filestreamingservice/files/c1371070-13b3-4765-9782-10e387096f42?P1=1539930398&P2=402&P3=2&P4=crnbcJQoqZ7M91qYa%2bPIAxUc4WhZu%2bGZZGw5VxKkqtZsI5ABTKXCwOkbUhzNNWSHY%2bEKbKs8Arxth14D4tFs%2bQ%3d%3d HTTP/1.1 "
