"No.","Time","Source","Destination","Protocol","Length","Info"
"860","3.851287","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","1432","443  >  55381 [ACK] Seq=1730 Ack=826 Win=30 Len=1358 [TCP segment of a reassembled PDU]"
"861","3.851289","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","114","Application Data"
"862","3.851439","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","1432","443  >  55381 [ACK] Seq=3128 Ack=826 Win=30 Len=1358 [TCP segment of a reassembled PDU]"
"863","3.851607","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=826 Ack=3088 Win=1024 Len=0"
"864","3.851860","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=826 Ack=3128 Win=1023 Len=0"
"865","3.851889","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","114","Application Data"
"866","3.851890","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","717","Application Data, Application Data"
"867","3.852026","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=826 Ack=4486 Win=1024 Len=0"
"868","3.852177","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=826 Ack=4526 Win=1023 Len=0"
"869","3.852365","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=826 Ack=5169 Win=1021 Len=0"
"870","3.941096","192.168.43.243","205.185.216.10","HTTP","500","GET /filestreamingservice/files/c1371070-13b3-4765-9782-10e387096f42?P1=1539930398&P2=402&P3=2&P4=crnbcJQoqZ7M91qYa%2bPIAxUc4WhZu%2bGZZGw5VxKkqtZsI5ABTKXCwOkbUhzNNWSHY%2bEKbKs8Arxth14D4tFs%2bQ%3d%3d HTTP/1.1 "
"871","3.953724","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TLSv1.2","596","Application Data"
"872","3.955429","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","86","55384  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1358 WS=256 SACK_PERM=1"
"873","4.047199","205.185.216.42","192.168.43.243","TCP","54","80  >  55357 [ACK] Seq=336453 Ack=2671 Win=60 Len=0"
"874","4.052280","205.185.216.42","192.168.43.243","TCP","54","[TCP Keep-Alive] 80  >  55357 [ACK] Seq=336452 Ack=2671 Win=60 Len=0"
"875","4.052281","205.185.216.42","192.168.43.243","TCP","444","80  >  55357 [PSH, ACK] Seq=336453 Ack=2671 Win=60 Len=390 [TCP segment of a reassembled PDU]"
"876","4.052529","192.168.43.243","205.185.216.42","TCP","54","[TCP Dup ACK 858#1] 55357  >  80 [ACK] Seq=2671 Ack=336453 Win=621 Len=0"
"877","4.055385","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=336843 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"878","4.055852","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=338213 Win=626 Len=0"
"879","4.056020","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=338213 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"880","4.056023","205.185.216.42","192.168.43.243","TCP","1410","80  >  55357 [PSH, ACK] Seq=339583 Ack=2671 Win=60 Len=1356 [TCP segment of a reassembled PDU]"
"881","4.056744","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=340939 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"882","4.057078","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=340939 Win=626 Len=0"
"883","4.057141","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=342309 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"884","4.057143","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=343679 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"885","4.057667","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=345049 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"886","4.058272","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=343679 Win=626 Len=0"
"887","4.058554","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=346419 Win=626 Len=0"
"888","4.059884","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=346419 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"889","4.063129","205.185.216.42","192.168.43.243","TCP","1396","80  >  55357 [PSH, ACK] Seq=347789 Ack=2671 Win=60 Len=1342 [TCP segment of a reassembled PDU]"
"890","4.063130","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=349131 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"891","4.063771","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=349131 Win=626 Len=0"
"892","4.065510","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=350501 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"893","4.065977","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=351871 Win=626 Len=0"
"894","4.065978","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=351871 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"895","4.067249","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=353241 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"896","4.067251","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=354611 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"897","4.067254","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=355981 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"898","4.067861","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=357351 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"899","4.068044","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=354611 Win=626 Len=0"
"900","4.068346","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=357351 Win=626 Len=0"
"901","4.071596","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=358721 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"902","4.071597","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=360091 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"903","4.072203","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=360091 Win=626 Len=0"
"904","4.073657","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=361461 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"905","4.074082","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=362831 Win=626 Len=0"
"906","4.075304","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=362831 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"907","4.075306","205.185.216.42","192.168.43.243","TCP","1368","80  >  55357 [PSH, ACK] Seq=364201 Ack=2671 Win=60 Len=1314 [TCP segment of a reassembled PDU]"
"908","4.075309","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=365515 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"909","4.075310","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=366885 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"910","4.076108","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=368255 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"911","4.076420","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=365515 Win=626 Len=0"
"912","4.076745","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=368255 Win=626 Len=0"
"913","4.100988","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=369625 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"914","4.101374","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=370995 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"915","4.101588","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=370995 Win=626 Len=0"
"916","4.120633","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=372365 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"917","4.120635","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=373735 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"918","4.120640","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=375105 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"919","4.121402","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=376475 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"920","4.121621","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=373735 Win=626 Len=0"
"921","4.121672","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=377845 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"922","4.121984","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=379215 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"923","4.121986","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=380585 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"924","4.122202","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=376475 Win=626 Len=0"
"925","4.122540","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=379215 Win=626 Len=0"
"926","4.122796","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=381955 Win=626 Len=0"
"927","4.144116","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=381955 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"928","4.144118","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=383325 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"929","4.144886","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=384695 Win=626 Len=0"
"930","4.151827","205.185.216.42","192.168.43.243","TCP","1354","80  >  55357 [PSH, ACK] Seq=384695 Ack=2671 Win=60 Len=1300 [TCP segment of a reassembled PDU]"
"931","4.152299","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=385995 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"932","4.152991","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=387365 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"933","4.152996","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=388735 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"934","4.153415","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=387365 Win=626 Len=0"
"935","4.153744","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=390105 Win=626 Len=0"
"936","4.161322","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=390105 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"937","4.161819","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=391475 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"938","4.161825","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=392845 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"939","4.162761","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=392845 Win=626 Len=0"
"940","4.163377","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=394215 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"941","4.163379","205.185.216.10","192.168.43.243","TCP","444","80  >  55307 [PSH, ACK] Seq=391071 Ack=2677 Win=60 Len=390 [TCP segment of a reassembled PDU]"
"942","4.163384","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","74","443  >  55381 [ACK] Seq=5169 Ack=1348 Win=31 Len=0"
"943","4.163387","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","86","443  >  55384 [SYN, ACK] Seq=0 Ack=1 Win=27200 Len=0 MSS=1360 SACK_PERM=1 WS=1024"
"944","4.163388","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TCP","1432","443  >  55381 [ACK] Seq=5169 Ack=1348 Win=31 Len=1358 [TCP segment of a reassembled PDU]"
"945","4.163390","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","114","Application Data"
"946","4.163391","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","466","Application Data"
"947","4.163392","2606:4700:20::6819:da15","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","TLSv1.2","108","Application Data"
"948","4.164053","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=395585 Win=626 Len=0"
"949","4.164138","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55384  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"950","4.164298","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=1348 Ack=6527 Win=1024 Len=0"
"951","4.164347","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=391461 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"952","4.164518","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=1348 Ack=6567 Win=1023 Len=0"
"953","4.164601","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TLSv1.2","444","Client Hello"
"954","4.164721","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=1348 Ack=6959 Win=1022 Len=0"
"955","4.164928","2405:204:919e:7f6f:c9a4:1a10:85cb:e7af","2606:4700:20::6819:da15","TCP","74","55381  >  443 [ACK] Seq=1348 Ack=6993 Win=1022 Len=0"
"956","4.165346","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=392831 Win=2825 Len=0"
"957","4.165572","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=392831 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"958","4.165574","205.185.216.10","192.168.43.243","TCP","1410","80  >  55307 [PSH, ACK] Seq=394201 Ack=2677 Win=60 Len=1356 [TCP segment of a reassembled PDU]"
"959","4.166701","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=395557 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"960","4.166703","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=396927 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"961","4.166736","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=395557 Win=2825 Len=0"
"962","4.167702","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=398297 Win=2825 Len=0"
"963","4.186536","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=398297 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"964","4.187635","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=399667 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"965","4.188264","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=401037 Win=2825 Len=0"
"966","4.189388","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=401037 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"967","4.190186","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=402407 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"968","4.190906","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=403777 Win=2825 Len=0"
"969","4.192014","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=403777 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"970","4.196258","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=405147 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"971","4.196586","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=406517 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"972","4.196972","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=406517 Win=2825 Len=0"
"973","4.201156","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=407887 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"974","4.201158","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=409257 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"975","4.201905","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=409257 Win=2825 Len=0"
"976","4.203435","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=410627 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"977","4.203436","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=411997 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"978","4.204133","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=411997 Win=2825 Len=0"
"979","4.206753","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=413367 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"980","4.207268","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=414737 Win=2825 Len=0"
"981","4.211103","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=414737 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"982","4.211104","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=416107 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"983","4.211821","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=417477 Win=2825 Len=0"
"984","4.211973","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=417477 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"985","4.211974","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=418847 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"986","4.212944","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=420217 Win=2825 Len=0"
"987","4.215854","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=420217 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"988","4.217258","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=421587 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"989","4.217709","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=422957 Win=2825 Len=0"
"990","4.218773","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=422957 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"991","4.221630","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=424327 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"992","4.221992","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=425697 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"993","4.222260","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=425697 Win=2825 Len=0"
"994","4.223125","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=427067 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"995","4.223667","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=428437 Win=2825 Len=0"
"996","4.232084","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=428437 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"997","4.232085","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=429807 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"998","4.232838","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=431177 Win=2825 Len=0"
"999","4.250363","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=431177 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1000","4.250365","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=432547 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1001","4.251007","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=433917 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1002","4.251010","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=435287 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1003","4.251014","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=436657 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1004","4.251473","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=433917 Win=2825 Len=0"
"1005","4.251908","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=436657 Win=2825 Len=0"
"1006","4.254691","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=438027 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1007","4.254693","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=439397 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1008","4.254697","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=440767 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1009","4.254698","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=442137 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1010","4.254699","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=443507 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1011","4.255900","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=439397 Win=2825 Len=0"
"1012","4.256466","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=442137 Win=2825 Len=0"
"1013","4.256874","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=444877 Win=2825 Len=0"
"1014","4.258338","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=444877 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1015","4.258340","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=446247 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1016","4.259252","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=447617 Win=2825 Len=0"
"1017","4.260381","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=447617 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1018","4.260384","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=448987 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1019","4.261196","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=450357 Win=2825 Len=0"
"1020","4.262762","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=450357 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1021","4.262764","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=451727 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1022","4.263562","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=453097 Win=2825 Len=0"
"1023","4.266560","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=453097 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1024","4.267898","205.185.216.10","192.168.43.243","TCP","1424","80  >  55307 [ACK] Seq=454467 Ack=2677 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1025","4.267902","205.185.216.10","192.168.43.243","HTTP","1214","HTTP/1.1 206 Partial Content  (application/octet-stream)"
"1026","4.268475","192.168.43.243","205.185.216.10","TCP","54","55307  >  80 [ACK] Seq=2677 Ack=455837 Win=2825 Len=0"
"1027","4.284148","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=395585 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1028","4.284149","205.185.216.42","192.168.43.243","TCP","1424","80  >  55357 [ACK] Seq=396955 Ack=2671 Win=60 Len=1370 [TCP segment of a reassembled PDU]"
"1029","4.285102","192.168.43.243","205.185.216.42","TCP","54","55357  >  80 [ACK] Seq=2671 Ack=398325 Win=626 Len=0"
